2,1, Rama, The Hero
2,2, Dasaratha's Desire
2,3, Preparing for the Ceremony
2,4, Dasaratha's Premonition
2,5, Festivities in Ayodhya
2,6, Joy of a City
2,7, The Wicked Manthara
2,8, Manthara's Sinful Words
2,9, Manthara's Success in Poisoning Kaikeyi's Mind
2,10, Kaikeyi Enters the House of Wrath
2,11, Kaikeyi's Evil Boons
2,12, Dasaratha’s Reaction and Kaikeyi’s Adamant Nature
2,13, Dasaratha's Grief and Anguish
2,14, The Night Passes
2,15, Sumantra Arrives at Rama's Chambers
2,16, Jubilant City of Ayodhya
2,17, Rama's Arrival at Royal Court
2,18, Kaikeyi's Harsh Words
2,19, Rama Decides to Leave for Forest
2,20, Kausalya's Grief
2,21, Rama Consoles Angry Lakshmana
2,22, Rama Tries to Pacify Lakshmana Further
2,23, Lakshmana's Angry Words
2,24, Rama Obtains Kausalya's Permission
2,25, Kausalya Bids Farewell to Rama
2,26, Rama Lets Sita Know of King's Wish
2,27, Sita's Wish to Go to Forest Along
2,28, Rama Warns Sita of Difficulties
2,29, Sita's Insistence on Going to the Forest
2,30, Rama Agrees to Take Sita to the Forest
2,31, Lakshmana Also Permitted to Go
2,32, Rama Distributes Wealth to Rishis
2,33, Rama Pays Respects to His Father
2,34, Rama Consoles Dasaratha
2,35, Sumantra Rails at Kaikeyi
2,36, Siddhartha Tries to Persuade Kaikeyi
2,37, Kaikeyi Offers Tree Bark to Sita
2,38, Dasaratha Is Enraged
2,39, Rama Seeks Blessings of His Mother
2,40, Rama's Departure from Ayodhya
2,41, The Grief
2,42, Dasaratha Feels Dejected
2,43, Lamentation of Kausalya
2,44, Sumitra Assuages Kausalya's Grief
2,45, Rama Requests Citizens to Return
2,46, Rama Spends Night by Tāmāśa River
2,47, Citizens Rebuke Themselves
2,48, Rama’s Departure to the Forest
2,49, Rama Crosses Three Rivers
2,50, Rama Bids Farewell to Birth-Place
2,51, Guha Urges Lakshmana to Rest
2,52, Guha Gets a Boat Ready
2,53, Rama Tries to Send Lakshmana Back
2,54, The Hermitage of Bharadwaja
2,55, Sage Bharadwaja Informs the Route
2,56, The Chitrakuta Mountain
2,57, Sumantra Drives Back to Ayodhya
2,58, Sumantra Delivers Rama’s Messages
2,59, Dasaratha Falls Unconscious
2,60, Sumantra Unable to Console Kausalya
2,61, Kausalya Rebukes Dasaratha
2,62, King Dasaratha Loses Consciousness
2,63, Dasaratha Narrates His Sin
2,64, Dasaratha Continues to Narrate
2,65, Dasaratha Passes Away
2,66, Kausalya Reproaches Kaikeyi
2,67, Brahmins Urge Vasishta to Select King
2,68, Vasishta Sends Messengers to Call Bharata
2,69, Bharata Experiences a Bad Dream
2,70, Messengers Enter Rajagriha
2,71, Bharata Reaches Ayodhya
2,72, Kaikeyi Informs Bharata of Death
2,73, Bharata Reproaches Kaikeyi
2,74, Bharata Promises to Bring Rama Back
2,75, Bharata and Shatrughna Go to Kausalya
2,76, Vasishta Advises Bharata
2,77, They Grieve at Cremation Ground
2,78, Shatrughna Seizes Manthara
2,79, King-Makers Request Bharata to Take Throne
2,80, Construction of Highway to Ganga
2,81, Bharata and Shatrughna Enter Assembly
2,82, Bharata Refuses the Throne
2,83, Bharata Goes to See Rama
2,84, Guha Welcomes Bharata with Drink
2,85, Bharata Thanks Guha
2,86, Guha Narrates Rama’s Stay
2,87, Guha Reports Further Details
2,88, Bharata Approaches Angudi Tree
2,89, Bharata Asks for Ferry Across River
2,90, Bharata Goes to Bharadwaja
2,91, Bharadwaja Gives Hospitality
2,92, Bharata Approaches Bharadwaja
2,93, Reaching Chitrakuta Mountain
2,94, Rama Shows Scenic Beauty
2,95, Rama and Sita at Mandakini River
2,96, Rama Hears Clamour of an Army
2,97, Rama Pacifies Angry Lakshmana
2,98, Bharata Continues Search for Hermitage
2,99, Bharata Beholds Rama’s Hermitage
2,100, Rama Enquires Welfare of Father
2,101, Bharata Informs of Dasaratha’s Death
2,102, Bharata Requests Rama to Return
2,103, Rama Faints on Hearing the News
2,104, Vasishta Comes to Hermitage
2,105, Bharata Requests Rama to Accept Throne
2,106, Bharata Reasons for Taking Throne
2,107, Rama Reminds of Promise
2,108, Jabali Tries to Persuade Rama
2,109, Rama Refutes Atheistic Arguments
2,110, Vasishta Describes Creation of World
2,111, Vasishta Urges Granting Bharata's Prayer
2,112, Sages Urge Bharata to Accept Rama’s Words
2,113, Bharata Carries Rama’s Sandals on His Chariot
2,114, Bharata Enters Ayodhya
2,115, Bharata Wishes to Go to Nandigrama
2,116, Rama Notices Anxiety of Sages
2,117, Rama Decides to Leave Chitrakuta
2,118, Anasuya Instructs Sita on Devotion
2,119, Sita Shows Anasuya’s Gifts to Rama
